"","id","order","outlier.pop"
"666","2L 33925123",95470228,"X0.77"
"667","2L 33925326",95470431,"X0.77"
"668","2L 3392649",64937754,"X0.77"
"669","2L 33926612",95471717,"X0.77"
"670","2L 33928224",95473329,"X0.77"
"671","2L 33928248",95473353,"X0.77"
"672","2L 33929215",95474320,"X0.77"
"673","2L 33929327",95474432,"X0.77"
"674","2L 33930663",95475768,"X0.77"
"675","2L 33930747",95475852,"X0.77"
"676","2L 33931305",95476410,"X0.77"
"677","2L 33931889",95476994,"X0.77"
"678","2L 33934318",95479423,"X0.77"
"679","2L 33938666",95483771,"X0.77"
"680","2L 3393972",64939077,"X0.77"
"681","2L 33941717",95486822,"X0.77"
"682","2L 33942486",95487591,"X0.77"
"683","2L 33944459",95489564,"X0.77"
"684","2L 33944591",95489696,"X0.77"
"685","2L 33944600",95489705,"X0.77"
"686","2L 33949594",95494699,"X0.77"
"687","2L 33950952",95496057,"X0.77"
"688","2L 33954080",95499185,"X0.77"
"689","2L 33954219",95499324,"X0.77"
"690","2L 3395502",64940607,"X0.77"
"691","2L 3395928",64941033,"X0.77"
"692","2L 33960501",95505606,"X0.77"
"693","2L 3396123",64941228,"X0.77"
"694","2L 33963437",95508542,"X0.77"
"695","2L 33965562",95510667,"X0.77"
"696","2L 3396685",64941790,"X0.77"
"697","2L 33967868",95512973,"X0.77"
"698","2L 33969103",95514208,"X0.77"
"699","2L 33972922",95518027,"X0.77"
"700","2L 33973325",95518430,"X0.77"
"701","2L 33974967",95520072,"X0.77"
"702","2L 33975107",95520212,"X0.77"
"703","2L 33975245",95520350,"X0.77"
"704","2L 33977237",95522342,"X0.77"
"705","2L 33977580",95522685,"X0.77"
"706","2L 33978238",95523343,"X0.77"
"707","2L 33978523",95523628,"X0.77"
"708","2L 3397885",64942990,"X0.77"
"709","2L 33979081",95524186,"X0.77"
"710","2L 33980921",95526026,"X0.77"
"711","2L 33984482",95529587,"X0.77"
"712","2L 33985328",95530433,"X0.77"
"713","2L 3398613",64943718,"X0.77"
"714","2L 33986898",95532003,"X0.77"
"715","2L 33986934",95532039,"X0.77"
"716","2L 3398775",64943880,"X0.77"
"717","2L 33988285",95533390,"X0.77"
"718","2L 3398995",64944100,"X0.77"
"719","2L 3399028",64944133,"X0.77"
"720","2L 33991799",95536904,"X0.77"
"721","2L 3399337",64944442,"X0.77"
"722","2L 33994115",95539220,"X0.77"
"723","2L 33996040",95541145,"X0.77"
"724","2L 33998633",95543738,"X0.77"
"725","2L 33999779",95544884,"X0.77"
"726","2L 34002490",95547595,"X0.77"
"727","2L 34002619",95547724,"X0.77"
"728","2L 34004079",95549184,"X0.77"
"729","2L 34004547",95549652,"X0.77"
"730","2L 3400643",64945748,"X0.77"
"731","2L 34006457",95551562,"X0.77"
"732","2L 34007336",95552441,"X0.77"
"733","2L 34008494",95553599,"X0.77"
"734","2L 34013384",95558489,"X0.77"
"735","2L 34014618",95559723,"X0.77"
"736","2L 34015461",95560566,"X0.77"
"737","2L 34015943",95561048,"X0.77"
"738","2L 34020944",95566049,"X0.77"
"739","2L 3402377",64947482,"X0.77"
"740","2L 3402438",64947543,"X0.77"
"741","2L 34033122",95578227,"X0.77"
"742","2L 34033342",95578447,"X0.77"
"743","2L 34033740",95578845,"X0.77"
"744","2L 34036197",95581302,"X0.77"
"745","2L 34037406",95582511,"X0.77"
"746","2L 34037518",95582623,"X0.77"
"747","2L 34040940",95586045,"X0.77"
"748","2L 34042413",95587518,"X0.77"
"749","2L 34044518",95589623,"X0.77"
"750","2L 3405036",64950141,"X0.77"
"751","2L 34064876",95609981,"X0.77"
"752","2L 34066254",95611359,"X0.77"
"753","2L 34079247",95624352,"X0.77"
"754","2L 3409660",64954765,"X0.77"
"755","2L 3409731",64954836,"X0.77"
"756","2L 34104028",95649133,"X0.77"
"757","2L 3410430",64955535,"X0.77"
"758","2L 3410474",64955579,"X0.77"
"759","2L 3410714",64955819,"X0.77"
"760","2L 34110363",95655468,"X0.77"
"761","2L 34118260",95663365,"X0.77"
"762","2L 34119775",95664880,"X0.77"
"763","2L 34122865",95667970,"X0.77"
"764","2L 34123007",95668112,"X0.77"
"765","2L 3413811",64958916,"X0.77"
"766","2L 3415171",64960276,"X0.77"
"767","2L 34152483",95697588,"X0.77"
"768","2L 3415558",64960663,"X0.77"
"769","2L 34155593",95700698,"X0.77"
"770","2L 3415654",64960759,"X0.77"
"771","2L 3415766",64960871,"X0.77"
"772","2L 3415780",64960885,"X0.77"
"773","2L 34158395",95703500,"X0.77"
"774","2L 34160655",95705760,"X0.77"
"775","2L 34161348",95706453,"X0.77"
"776","2L 34163150",95708255,"X0.77"
"777","2L 34167571",95712676,"X0.77"
"778","2L 34174014",95719119,"X0.77"
"779","2L 34174282",95719387,"X0.77"
"780","2L 34174957",95720062,"X0.77"
"781","2L 34181626",95726731,"X0.77"
"782","2L 3418211",64963316,"X0.77"
"783","2L 34187936",95733041,"X0.77"
"784","2L 34193272",95738377,"X0.77"
"785","2L 34193382",95738487,"X0.77"
"786","2L 34193387",95738492,"X0.77"
"787","2L 3419422",64964527,"X0.77"
"788","2L 3419641",64964746,"X0.77"
"789","2L 34199069",95744174,"X0.77"
"790","2L 34200009",95745114,"X0.77"
"791","2L 34201612",95746717,"X0.77"
"792","2L 34201751",95746856,"X0.77"
"793","2L 34202109",95747214,"X0.77"
"794","2L 34202698",95747803,"X0.77"
"795","2L 34202846",95747951,"X0.77"
"796","2L 34207704",95752809,"X0.77"
"797","2L 34207852",95752957,"X0.77"
"798","2L 34207866",95752971,"X0.77"
"799","2L 34208078",95753183,"X0.77"
"800","2L 34208445",95753550,"X0.77"
"801","2L 3420985",64966090,"X0.77"
"802","2L 34210705",95755810,"X0.77"
"803","2L 34211509",95756614,"X0.77"
"804","2L 3421286",64966391,"X0.77"
"805","2L 34218957",95764062,"X0.77"
"806","2L 34219692",95764797,"X0.77"
"807","2L 34220358",95765463,"X0.77"
"808","2L 34221428",95766533,"X0.77"
"809","2L 34221503",95766608,"X0.77"
"810","2L 34221551",95766656,"X0.77"
"811","2L 34223024",95768129,"X0.77"
"812","2L 34224802",95769907,"X0.77"
"813","2L 3422521",64967626,"X0.77"
"814","2L 34225460",95770565,"X0.77"
"815","2L 34226508",95771613,"X0.77"
"816","2L 34226522",95771627,"X0.77"
"817","2L 34227980",95773085,"X0.77"
"818","2L 3422959",64968064,"X0.77"
"819","2L 3423120",64968225,"X0.77"
"820","2L 34236367",95781472,"X0.77"
"821","2L 3423707",64968812,"X0.77"
"822","2L 34238392",95783497,"X0.77"
"823","2L 34238580",95783685,"X0.77"
"824","2L 34240801",95785906,"X0.77"
"825","2L 3424351",64969456,"X0.77"
"826","2L 34246741",95791846,"X0.77"
"827","2L 34254288",95799393,"X0.77"
"828","2L 34263893",95808998,"X0.77"
"829","2L 3427482",64972587,"X0.77"
"830","2L 3427560",64972665,"X0.77"
"831","2L 34277461",95822566,"X0.77"
"832","2L 3428010",64973115,"X0.77"
"833","2L 34282655",95827760,"X0.77"
"834","2L 34285461",95830566,"X0.77"
"835","2L 34285552",95830657,"X0.77"
"836","2L 34291080",95836185,"X0.77"
"837","2L 34293836",95838941,"X0.77"
"838","2L 3429450",64974555,"X0.77"
"839","2L 34294653",95839758,"X0.77"
"840","2L 34295728",95840833,"X0.77"
"841","2L 34295819",95840924,"X0.77"
"842","2L 34296061",95841166,"X0.77"
"843","2L 34297854",95842959,"X0.77"
"844","2L 34298660",95843765,"X0.77"
"845","2L 34301167",95846272,"X0.77"
"846","2L 34301620",95846725,"X0.77"
"847","2L 3430210",64975315,"X0.77"
"848","2L 34304025",95849130,"X0.77"
"849","2L 34304212",95849317,"X0.77"
"850","2L 34304876",95849981,"X0.77"
"851","2L 34306401",95851506,"X0.77"
"852","2L 34311117",95856222,"X0.77"
"853","2L 34314250",95859355,"X0.77"
"854","2L 3431807",64976912,"X0.77"
"855","2L 3432589",64977694,"X0.77"
"856","2L 34327453",95872558,"X0.77"
"857","2L 3432832",64977937,"X0.77"
"858","2L 3432983",64978088,"X0.77"
"859","2L 34341976",95887081,"X0.77"
"860","2L 3434367",64979472,"X0.77"
"861","2L 3434553",64979658,"X0.77"
"862","2L 3435381",64980486,"X0.77"
"863","2L 3435754",64980859,"X0.77"
"864","2L 3436031",64981136,"X0.77"
"865","2L 3436941",64982046,"X0.77"
"866","2L 3437899",64983004,"X0.77"
"867","2L 3438006",64983111,"X0.77"
"868","2L 3438356",64983461,"X0.77"
"869","2L 3438717",64983822,"X0.77"
"870","2L 3439034",64984139,"X0.77"
"871","2L 3439750",64984855,"X0.77"
"872","2L 3439837",64984942,"X0.77"
"873","2L 3440147",64985252,"X0.77"
"874","2L 3440482",64985587,"X0.77"
"875","2L 3440997",64986102,"X0.77"
"876","2L 3441918",64987023,"X0.77"
"877","2L 3441961",64987066,"X0.77"
"878","2L 3442492",64987597,"X0.77"
"879","2L 3442616",64987721,"X0.77"
"880","2L 3443146",64988251,"X0.77"
"881","2L 3443579",64988684,"X0.77"
"882","2L 3444856",64989961,"X0.77"
"883","2L 3447690",64992795,"X0.77"
"884","2L 3448779",64993884,"X0.77"
"885","2L 3450274",64995379,"X0.77"
"886","2L 3451046",64996151,"X0.77"
"887","2L 3451141",64996246,"X0.77"
"888","2L 3451348",64996453,"X0.77"
"889","2L 3451533",64996638,"X0.77"
"890","2L 3451762",64996867,"X0.77"
"891","2L 3452675",64997780,"X0.77"
"892","2L 3453187",64998292,"X0.77"
"893","2L 3453718",64998823,"X0.77"
"894","2L 3455412",65000517,"X0.77"
"895","2L 3455428",65000533,"X0.77"
"896","2L 3456992",65002097,"X0.77"
"897","2L 3457302",65002407,"X0.77"
"898","2L 3457345",65002450,"X0.77"
"899","2L 3459053",65004158,"X0.77"
"900","2L 3464764",65009869,"X0.77"
"901","2L 3465986",65011091,"X0.77"
"902","2L 3466248",65011353,"X0.77"
"903","2L 3467400",65012505,"X0.77"
"904","2L 3467473",65012578,"X0.77"
"905","2L 3468295",65013400,"X0.77"
"906","2L 3468721",65013826,"X0.77"
"907","2L 3468725",65013830,"X0.77"
"908","2L 3468773",65013878,"X0.77"
"909","2L 3468868",65013973,"X0.77"
"910","2L 3469670",65014775,"X0.77"
"911","2L 3469936",65015041,"X0.77"
"912","2L 3471058",65016163,"X0.77"
"913","2L 3477025",65022130,"X0.77"
"914","2L 3477631",65022736,"X0.77"
"915","2L 3477987",65023092,"X0.77"
"916","2L 3478510",65023615,"X0.77"
"917","2L 3481287",65026392,"X0.77"
"918","2L 3483697",65028802,"X0.77"
"919","2L 3485040",65030145,"X0.77"
"920","2L 3485494",65030599,"X0.77"
"921","2L 3487401",65032506,"X0.77"
"922","2L 3488099",65033204,"X0.77"
"923","2L 3488820",65033925,"X0.77"
"924","2L 3489681",65034786,"X0.77"
"925","2L 3490526",65035631,"X0.77"
"926","2L 3490600",65035705,"X0.77"
"927","2L 3492793",65037898,"X0.77"
"928","2L 3492806",65037911,"X0.77"
"929","2L 3492976",65038081,"X0.77"
"930","2L 3493238",65038343,"X0.77"
"931","2L 3493680",65038785,"X0.77"
"932","2L 3499898",65045003,"X0.77"
"933","2L 3500351",65045456,"X0.77"
"934","2L 3500396",65045501,"X0.77"
"935","2L 3501476",65046581,"X0.77"
"936","2L 3503605",65048710,"X0.77"
"937","2L 3506036",65051141,"X0.77"
"938","2L 3507872",65052977,"X0.77"
"939","2L 3508441",65053546,"X0.77"
"940","2L 3508636",65053741,"X0.77"
"941","2L 3509274",65054379,"X0.77"
"942","2L 3510410",65055515,"X0.77"
"943","2L 3512893",65057998,"X0.77"
"944","2L 3513950",65059055,"X0.77"
"945","2L 3515155",65060260,"X0.77"
"946","2L 3515673",65060778,"X0.77"
"947","2L 3517635",65062740,"X0.77"
"948","2L 3517636",65062741,"X0.77"
"949","2L 3517739",65062844,"X0.77"
"950","2L 3517772",65062877,"X0.77"
"951","2L 3520778",65065883,"X0.77"
"952","2L 3521338",65066443,"X0.77"
"953","2L 3526533",65071638,"X0.77"
"954","2L 3531265",65076370,"X0.77"
"955","2L 3532138",65077243,"X0.77"
"956","2L 3532811",65077916,"X0.77"
"957","2L 3534739",65079844,"X0.77"
"958","2L 3540677",65085782,"X0.77"
"959","2L 3540680",65085785,"X0.77"
"960","2L 3542400",65087505,"X0.77"
"961","2L 3542462",65087567,"X0.77"
"962","2L 3542991",65088096,"X0.77"
"963","2L 3543975",65089080,"X0.77"
"964","2L 3544518",65089623,"X0.77"
"965","2L 3544678",65089783,"X0.77"
"966","2L 3546097",65091202,"X0.77"
"967","2L 3546175",65091280,"X0.77"
"968","2L 3554835",65099940,"X0.77"
"969","2L 3555865",65100970,"X0.77"
"970","2L 357306",61902411,"X0.77"
"971","2L 357650",61902755,"X0.77"
"972","2L 357808",61902913,"X0.77"
"973","2L 3586028",65131133,"X0.77"
"974","2L 3590162",65135267,"X0.77"
"975","2L 3590432",65135537,"X0.77"
"976","2L 3591786",65136891,"X0.77"
"977","2L 3591883",65136988,"X0.77"
"978","2L 3598178",65143283,"X0.77"
"979","2L 3598311",65143416,"X0.77"
"980","2L 3600883",65145988,"X0.77"
"981","2L 3601122",65146227,"X0.77"
"982","2L 3602214",65147319,"X0.77"
"983","2L 3603901",65149006,"X0.77"
"984","2L 3608198",65153303,"X0.77"
"985","2L 3608898",65154003,"X0.77"
"986","2L 3609655",65154760,"X0.77"
"987","2L 3609693",65154798,"X0.77"
"988","2L 3610706",65155811,"X0.77"
"989","2L 3612198",65157303,"X0.77"
"990","2L 3616102",65161207,"X0.77"
"991","2L 3618701",65163806,"X0.77"
"992","2L 3619035",65164140,"X0.77"
"993","2L 3619685",65164790,"X0.77"
"994","2L 3622040",65167145,"X0.77"
"995","2L 3622862",65167967,"X0.77"
"996","2L 3624139",65169244,"X0.77"
"997","2L 3624458",65169563,"X0.77"
"998","2L 3626528",65171633,"X0.77"
"999","2L 3627275",65172380,"X0.77"
"1000","2L 3627458",65172563,"X0.77"
"1001","2L 3628343",65173448,"X0.77"
"1002","2L 3633014",65178119,"X0.77"
"1003","2L 3634083",65179188,"X0.77"
"1004","2L 3638549",65183654,"X0.77"
"1005","2L 3639582",65184687,"X0.77"
"1006","2L 3639637",65184742,"X0.77"
"1007","2L 3640695",65185800,"X0.77"
"1008","2L 3641234",65186339,"X0.77"
"1009","2L 3641311",65186416,"X0.77"
"1010","2L 3641533",65186638,"X0.77"
"1011","2L 3641725",65186830,"X0.77"
"1012","2L 3642297",65187402,"X0.77"
"1013","2L 3644810",65189915,"X0.77"
"1014","2L 3645380",65190485,"X0.77"
"1015","2L 3645830",65190935,"X0.77"
"1016","2L 3646005",65191110,"X0.77"
"1017","2L 3647393",65192498,"X0.77"
"1018","2L 3648426",65193531,"X0.77"
"1019","2L 3649212",65194317,"X0.77"
"1020","2L 3668761",65213866,"X0.77"
"1021","2L 3669130",65214235,"X0.77"
"1022","2L 3670793",65215898,"X0.77"
"1023","2L 3670986",65216091,"X0.77"
"1024","2L 3671059",65216164,"X0.77"
"1025","2L 3671958",65217063,"X0.77"
"1026","2L 3673638",65218743,"X0.77"
"1027","2L 3673672",65218777,"X0.77"
"1028","2L 3673697",65218802,"X0.77"
"1029","2L 3674033",65219138,"X0.77"
"1030","2L 3674164",65219269,"X0.77"
"1031","2L 3674482",65219587,"X0.77"
"1032","2L 3674790",65219895,"X0.77"
"1033","2L 3675832",65220937,"X0.77"
"1034","2L 3676029",65221134,"X0.77"
"1035","2L 3676637",65221742,"X0.77"
"1036","2L 3677453",65222558,"X0.77"
"1037","2L 3677460",65222565,"X0.77"
"1038","2L 3678473",65223578,"X0.77"
"1039","2L 3679099",65224204,"X0.77"
"1040","2L 3680946",65226051,"X0.77"
"1041","2L 3680974",65226079,"X0.77"
"1042","2L 3681898",65227003,"X0.77"
"1043","2L 3681990",65227095,"X0.77"
"1044","2L 3685009",65230114,"X0.77"
"1045","2L 3686404",65231509,"X0.77"
"1046","2L 3686637",65231742,"X0.77"
"1047","2L 3687781",65232886,"X0.77"
"1048","2L 3687796",65232901,"X0.77"
"1049","2L 3689009",65234114,"X0.77"
"1050","2L 3690425",65235530,"X0.77"
"1051","2L 3692156",65237261,"X0.77"
"1052","2L 3693426",65238531,"X0.77"
"1053","2L 3693990",65239095,"X0.77"
"1054","2L 3694239",65239344,"X0.77"
"1055","2L 3699062",65244167,"X0.77"
"1056","2L 3699877",65244982,"X.8.821"
"1057","2L 3700057",65245162,"X0.77"
"1058","2L 3701184",65246289,"X0.77"
"1059","2L 3707352",65252457,"X0.77"
"1060","2L 3707595",65252700,"X0.77"
"1061","2L 3707900",65253005,"X0.77"
"1062","2L 3707903",65253008,"X0.77"
"1063","2L 3708015",65253120,"X0.77"
"1064","2L 371125",61916230,"X0.77"
"1065","2L 3713744",65258849,"X0.77"
"1066","2L 3714506",65259611,"X0.77"
"1067","2L 3714520",65259625,"X0.77"
"1068","2L 3714566",65259671,"X0.77"
"1069","2L 3716235",65261340,"X0.77"
"1070","2L 3718803",65263908,"X0.77"
"1071","2L 3722546",65267651,"X0.77"
"1072","2L 3723156",65268261,"X0.77"
"1073","2L 3725248",65270353,"X0.77"
"1074","2L 3727573",65272678,"X0.77"
"1075","2L 3727797",65272902,"X0.77"
"1076","2L 3730734",65275839,"X0.77"
"1077","2L 3730780",65275885,"X0.77"
"1078","2L 3731631",65276736,"X0.77"
"1079","2L 3731776",65276881,"X0.77"
"1080","2L 3732280",65277385,"X0.77"
"1081","2L 3733944",65279049,"X0.77"
"1082","2L 3734155",65279260,"X0.77"
"1083","2L 3734253",65279358,"X0.77"
"1084","2L 3735204",65280309,"X0.77"
"1085","2L 3736814",65281919,"X0.77"
"1086","2L 3737018",65282123,"X0.77"
"1087","2L 3737803",65282908,"X0.77"
"1088","2L 3739478",65284583,"X0.77"
"1089","2L 3740031",65285136,"X0.77"
"1090","2L 3740673",65285778,"X0.77"
"1091","2L 3741548",65286653,"X0.77"
"1092","2L 3741847",65286952,"X0.77"
"1093","2L 3741859",65286964,"X0.77"
"1094","2L 3744974",65290079,"X0.77"
"1095","2L 3748599",65293704,"X0.77"
"1096","2L 3749923",65295028,"X0.77"
"1097","2L 3750066",65295171,"X0.77"
"1098","2L 3750808",65295913,"X0.77"
"1099","2L 3751384",65296489,"X0.77"
"1100","2L 3751462",65296567,"X0.77"
"1101","2L 3751698",65296803,"X0.77"
"1102","2L 3752857",65297962,"X0.77"
"1103","2L 3753064",65298169,"X0.77"
"1104","2L 3753316",65298421,"X0.77"
"1105","2L 3754340",65299445,"X0.77"
"1106","2L 3755018",65300123,"X0.77"
"1107","2L 3756237",65301342,"X0.77"
"1108","2L 3756338",65301443,"X0.77"
"1109","2L 3756411",65301516,"X0.77"
"1110","2L 3757282",65302387,"X0.77"
"1111","2L 3757629",65302734,"X0.77"
"1112","2L 3758321",65303426,"X0.77"
"1113","2L 3759184",65304289,"X0.77"
"1114","2L 3760082",65305187,"X0.77"
"1115","2L 3760248",65305353,"X0.77"
"1116","2L 3760600",65305705,"X0.77"
"1117","2L 3760980",65306085,"X0.77"
"1118","2L 3763650",65308755,"X0.77"
"1119","2L 3770519",65315624,"X0.77"
"1120","2L 3771789",65316894,"X0.77"
"1121","2L 3772261",65317366,"X0.77"
"1122","2L 3773758",65318863,"X0.77"
"1123","2L 3775287",65320392,"X0.77"
"1124","2L 3775883",65320988,"X0.77"
"1125","2L 3778310",65323415,"X0.77"
"1126","2L 3779703",65324808,"X0.77"
"1127","2L 3792143",65337248,"X0.77"
"1128","2L 3794256",65339361,"X0.77"
"1129","2L 3795296",65340401,"X0.77"
"1130","2L 3795504",65340609,"X0.77"
"1131","2L 3798119",65343224,"X0.77"
"1132","2L 3800322",65345427,"X0.77"
"1133","2L 3800645",65345750,"X0.77"
"1134","2L 3803528",65348633,"X0.77"
"1135","2L 3803540",65348645,"X0.77"
"1136","2L 3804669",65349774,"X0.77"
"1137","2L 3805710",65350815,"X0.77"
"1138","2L 3806929",65352034,"X0.77"
"1139","2L 3807000",65352105,"X0.77"
"1140","2L 3807136",65352241,"X0.77"
"1141","2L 3808031",65353136,"X0.77"
"1142","2L 3808905",65354010,"X0.77"
"1143","2L 3809881",65354986,"X0.77"
"1144","2L 3809937",65355042,"X0.77"
"1145","2L 3827040",65372145,"X0.77"
"1146","2L 3843819",65388924,"X0.77"
"1147","2L 3845088",65390193,"X0.77"
"1148","2L 3845317",65390422,"X0.77"
"1149","2L 384555",61929660,"X0.77"
"1150","2L 3846843",65391948,"X0.77"
"1151","2L 3847708",65392813,"X0.77"
"1152","2L 3847919",65393024,"X0.77"
"1153","2L 3852357",65397462,"X0.77"
"1154","2L 3854404",65399509,"X0.77"
"1155","2L 3854509",65399614,"X0.77"
"1156","2L 3856099",65401204,"X0.77"
"1157","2L 3856224",65401329,"X0.77"
"1158","2L 3858644",65403749,"X0.77"
"1159","2L 3859367",65404472,"X0.77"
"1160","2L 3859928",65405033,"X0.77"
"1161","2L 3861410",65406515,"X0.77"
"1162","2L 3861662",65406767,"X0.77"
"1163","2L 3863018",65408123,"X0.77"
"1164","2L 3863061",65408166,"X0.77"
"1165","2L 3863438",65408543,"X0.77"
"1166","2L 3864200",65409305,"X0.77"
"1167","2L 3865447",65410552,"X0.77"
"1168","2L 3865519",65410624,"X0.77"
"1169","2L 3865921",65411026,"X0.77"
"1170","2L 3866002",65411107,"X0.77"
"1171","2L 3866035",65411140,"X0.77"
"1172","2L 3866042",65411147,"X0.77"
"1173","2L 3866847",65411952,"X0.77"
"1174","2L 3869901",65415006,"X0.77"
"1175","2L 3871602",65416707,"X0.77"
"1176","2L 3872398",65417503,"X0.77"
"1177","2L 3873377",65418482,"X0.77"
"1178","2L 3873687",65418792,"X0.77"
"1179","2L 3873913",65419018,"X0.77"
"1180","2L 3876289",65421394,"X0.77"
"1181","2L 3878420",65423525,"X0.77"
"1182","2L 3879235",65424340,"X0.77"
"1183","2L 3880175",65425280,"X0.77"
"1184","2L 3881211",65426316,"X0.77"
"1185","2L 3881268",65426373,"X0.77"
"1186","2L 3883391",65428496,"X0.77"
"1187","2L 3883459",65428564,"X0.77"
"1188","2L 3886427",65431532,"X0.77"
"1189","2L 3890855",65435960,"X0.77"
"1190","2L 3890936",65436041,"X0.77"
"1191","2L 3891334",65436439,"X0.77"
"1192","2L 3891343",65436448,"X0.77"
"1193","2L 3891522",65436627,"X0.77"
"1194","2L 3892212",65437317,"X0.77"
"1195","2L 3892768",65437873,"X0.77"
"1196","2L 3892898",65438003,"X0.77"
"1197","2L 3893854",65438959,"X0.77"
"1198","2L 3894315",65439420,"X0.77"
"1199","2L 3895925",65441030,"X0.77"
"1200","2L 3895926",65441031,"X0.77"
"1201","2L 3896147",65441252,"X0.77"
"1202","2L 3897085",65442190,"X0.77"
"1203","2L 3897119",65442224,"X0.77"
"1204","2L 3900937",65446042,"X0.77"
"1205","2L 3901712",65446817,"X0.77"
"1206","2L 3903409",65448514,"X0.77"
"1207","2L 3904726",65449831,"X0.77"
"1208","2L 3907761",65452866,"X0.77"
"1209","2L 3908284",65453389,"X0.77"
"1210","2L 3908768",65453873,"X0.77"
"1211","2L 3908846",65453951,"X0.77"
"1212","2L 3909358",65454463,"X0.77"
"1213","2L 3910984",65456089,"X0.77"
"1214","2L 3911199",65456304,"X0.77"
"1215","2L 3916395",65461500,"X0.77"
"1216","2L 3918339",65463444,"X0.77"
"1217","2L 3918749",65463854,"X0.77"
"1218","2L 3919290",65464395,"X0.77"
"1219","2L 3920129",65465234,"X0.77"
"1220","2L 3920716",65465821,"X0.77"
"1221","2L 3921117",65466222,"X0.77"
"1222","2L 3921635",65466740,"X0.77"
"1223","2L 3924119",65469224,"X0.77"
"1224","2L 3924355",65469460,"X0.77"
"1225","2L 3924739",65469844,"X0.77"
"1226","2L 3925017",65470122,"X0.77"
"1227","2L 3925024",65470129,"X0.77"
"1228","2L 3925119",65470224,"X0.77"
"1229","2L 3925284",65470389,"X0.77"
"1230","2L 3926253",65471358,"X0.77"
"1231","2L 3927405",65472510,"X0.77"
"1232","2L 3928701",65473806,"X0.77"
"1233","2L 3928867",65473972,"X0.77"
"1234","2L 3929749",65474854,"X0.77"
"1235","2L 3930527",65475632,"X0.77"
"1236","2L 3930732",65475837,"X0.77"
"1237","2L 3930867",65475972,"X0.77"
"1238","2L 3935675",65480780,"X0.77"
"1239","2L 3935676",65480781,"X0.77"
"1240","2L 3940706",65485811,"X0.77"
"1241","2L 3943065",65488170,"X0.77"
"1242","2L 3943485",65488590,"X0.77"
"1243","2L 3944433",65489538,"X0.77"
"1244","2L 3944905",65490010,"X0.77"
"1245","2L 3945614",65490719,"X0.77"
"1246","2L 3945747",65490852,"X0.77"
"1247","2L 3945784",65490889,"X0.77"
"1248","2L 3946537",65491642,"X0.77"
"1249","2L 3946618",65491723,"X0.77"
"1250","2L 3947888",65492993,"X0.77"
"1251","2L 3948995",65494100,"X0.77"
"1252","2L 3949022",65494127,"X0.77"
"1253","2L 3949394",65494499,"X0.77"
"1254","2L 3949411",65494516,"X0.77"
"1255","2L 3950720",65495825,"X0.77"
"1256","2L 3950850",65495955,"X0.77"
"1257","2L 3955214",65500319,"X0.77"
"1258","2L 3964779",65509884,"X0.77"
"1259","2L 3964997",65510102,"X0.77"
"1260","2L 3967564",65512669,"X0.77"
"1261","2L 3967900",65513005,"X0.77"
"1262","2L 3970455",65515560,"X0.77"
"1263","2L 3970472",65515577,"X0.77"
"1264","2L 3970662",65515767,"X0.77"
"1265","2L 3973350",65518455,"X0.77"
"1266","2L 3973463",65518568,"X0.77"
"1267","2L 3974170",65519275,"X0.77"
"1268","2L 3977331",65522436,"X0.77"
"1269","2L 3978724",65523829,"X0.77"
"1270","2L 3980456",65525561,"X0.77"
"1271","2L 3981975",65527080,"X0.77"
"1272","2L 3993291",65538396,"X0.77"
"1273","2L 3995008",65540113,"X0.77"
"1274","2L 3996275",65541380,"X0.77"
"1275","2L 422571",61967676,"X0.77"
"1276","2L 42935056",104480161,"X0.77"
"1277","2L 4328830",65873935,"X0.77"
"1278","2L 4330037",65875142,"X0.77"
"1279","2L 4353506",65898611,"X0.77"
"1280","2L 4358975",65904080,"X0.77"
"1281","2L 4381495",65926600,"X0.77"
"1282","2L 4382064",65927169,"X0.77"
"1283","2L 4382143",65927248,"X0.77"
"1284","2L 4396673",65941778,"X0.77"
"1285","2L 4411244",65956349,"X0.77"
"1286","2L 4412460",65957565,"X0.77"
"1287","2L 4414319",65959424,"X0.77"
"1288","2L 4419834",65964939,"X0.77"
"1289","2L 4419947",65965052,"X0.77"
"1290","2L 4421300",65966405,"X0.77"
"1291","2L 4424540",65969645,"X0.77"
"1292","2L 4424674",65969779,"X0.77"
"1293","2L 4425749",65970854,"X0.77"
"1294","2L 4425793",65970898,"X0.77"
"1295","2L 4425833",65970938,"X0.77"
"1296","2L 4429383",65974488,"X0.77"
"1297","2L 4434003",65979108,"X0.77"
"1298","2L 4438664",65983769,"X0.77"
"1299","2L 4442361",65987466,"X0.77"
"1300","2L 4443025",65988130,"X0.77"
"1301","2L 4443536",65988641,"X0.77"
"1302","2L 4443598",65988703,"X0.77"
"1303","2L 4443639",65988744,"X0.77"
"1304","2L 4447475",65992580,"X0.77"
"1305","2L 4450418",65995523,"X0.77"
"1306","2L 4458377",66003482,"X0.77"
"1307","2L 4460997",66006102,"X0.77"
"1308","2L 4465608",66010713,"X0.77"
"1309","2L 4469431",66014536,"X0.77"
"1310","2L 4469539",66014644,"X0.77"
"1311","2L 4469900",66015005,"X0.77"
"1312","2L 4471601",66016706,"X0.77"
"1313","2L 4473343",66018448,"X0.77"
"1314","2L 4473767",66018872,"X0.77"
"1315","2L 4476216",66021321,"X0.77"
"1316","2L 4489142",66034247,"X0.77"
