"","id","order","outlier.pop"
"666","2R 28696287",28696287,"X0.77"
"667","2R 28696978",28696978,"X4.341"
"668","2R 28697355",28697355,"X4.777"
"669","2R 28697367",28697367,"X4.777"
"670","2R 28697945",28697945,"X4.341"
"671","2R 28698540",28698540,"X4.341"
"672","2R 28707685",28707685,"X4.341"
"673","2R 28707941",28707941,"X4.341"
"674","2R 28717104",28717104,"X4.777"
"675","2R 28718448",28718448,"X4.777"
"676","2R 28728747",28728747,"X4.777"
"677","2R 28729363",28729363,"X0.77"
"678","2R 28730779",28730779,"X0.77"
"679","2R 28732330",28732330,"X4.777"
"680","2R 28732734",28732734,"X4.777"
"681","2R 28733358",28733358,"X4.777"
"682","2R 28734051",28734051,"X4.777"
"683","2R 28734355",28734355,"X4.777"
"684","2R 28734619",28734619,"X4.777"
"685","2R 28737017",28737017,"X4.777"
"686","2R 28745296",28745296,"X4.777"
"687","2R 28747034",28747034,"X4.777"
"688","2R 28753892",28753892,"X4.777"
"689","2R 28758553",28758553,"X4.777"
"690","2R 28761021",28761021,"X4.777"
"691","2R 28770989",28770989,"X4.777"
"692","2R 28776323",28776323,"X4.777"
"693","2R 28777880",28777880,"X4.777"
"694","2R 28784560",28784560,"X4.341"
"695","2R 28785441",28785441,"X4.777"
"696","2R 28789069",28789069,"X4.341"
"697","2R 28790709",28790709,"X4.341"
"698","2R 28790787",28790787,"X4.341"
"699","2R 28791057",28791057,"X4.341"
"700","2R 28794783",28794783,"X4.341"
"701","2R 28794784",28794784,"X4.341"
"702","2R 28798504",28798504,"X4.341"
"703","2R 28800201",28800201,"X4.341"
"704","2R 28800220",28800220,"X4.341"
"705","2R 28802970",28802970,"X4.341"
"706","2R 28803601",28803601,"X4.341"
"707","2R 28805520",28805520,"X4.341"
"708","2R 28806780",28806780,"X4.341"
"709","2R 28806849",28806849,"X4.341"
"710","2R 28819397",28819397,"X4.341"
"711","2R 28822064",28822064,"X4.341"
"712","2R 28827656",28827656,"X4.341"
"713","2R 28832360",28832360,"X4.341"
"714","2R 28833503",28833503,"X4.341"
"715","2R 28834482",28834482,"X11.891"
"716","2R 28834490",28834490,"X4.341"
"717","2R 28835307",28835307,"X4.341"
"718","2R 28838961",28838961,"X4.341"
"719","2R 28849440",28849440,"X4.341"
"720","2R 28852195",28852195,"X4.341"
"721","2R 28852470",28852470,"X0.77"
"722","2R 28854425",28854425,"X4.341"
"723","2R 28855393",28855393,"X4.341"
"724","2R 28856194",28856194,"X4.341"
"725","2R 28856960",28856960,"X4.341"
"726","2R 28860139",28860139,"X4.341"
"727","2R 28861831",28861831,"X4.341"
"728","2R 28862344",28862344,"X4.341"
"729","2R 28870817",28870817,"X5.747"
"730","2R 28880210",28880210,"X4.341"
"731","2R 28883844",28883844,"X4.341"
"732","2R 28884009",28884009,"X4.341"
"733","2R 28884679",28884679,"X4.341"
"734","2R 28885461",28885461,"X4.341"
"735","2R 28885672",28885672,"X4.341"
"736","2R 28886100",28886100,"X4.341"
"737","2R 28889381",28889381,"X4.341"
"738","2R 28890139",28890139,"X4.341"
"739","2R 28892705",28892705,"X4.341"
"740","2R 28894180",28894180,"X4.341"
"741","2R 28897475",28897475,"X4.341"
"742","2R 28899571",28899571,"X4.341"
"743","2R 28903439",28903439,"X11.891"
"744","2R 28904485",28904485,"X4.341"
"745","2R 28909353",28909353,"X4.341"
"746","2R 28912122",28912122,"X4.341"
"747","2R 28912661",28912661,"X4.341"
"748","2R 28913009",28913009,"X4.341"
"749","2R 28923681",28923681,"X4.341"
"750","2R 28933533",28933533,"X4.341"
"751","2R 28935215",28935215,"X4.341"
"752","2R 28940851",28940851,"X4.341"
"753","2R 28943589",28943589,"X4.341"
"754","2R 28943875",28943875,"X4.341"
"755","2R 28946410",28946410,"X4.341"
"756","2R 28953535",28953535,"X4.341"
"757","2R 28954241",28954241,"X4.341"
"758","2R 28955047",28955047,"X4.341"
"759","2R 28969088",28969088,"X4.341"
"760","2R 28973099",28973099,"X4.341"
"761","2R 28973636",28973636,"X5.747"
"762","2R 28974148",28974148,"X4.341"
"763","2R 28974162",28974162,"X4.341"
"764","2R 28975228",28975228,"X4.341"
"765","2R 28977162",28977162,"X4.341"
"766","2R 28977644",28977644,"X4.341"
"767","2R 28978111",28978111,"X4.341"
"768","2R 28981877",28981877,"X4.341"
"769","2R 28982500",28982500,"X4.341"
"770","2R 29000243",29000243,"X4.341"
"771","2R 29001237",29001237,"X4.341"
"772","2R 29002972",29002972,"X4.341"
"773","2R 29008219",29008219,"X4.341"
"774","2R 29008458",29008458,"X4.341"
"775","2R 29009227",29009227,"X4.341"
"776","2R 29013043",29013043,"X4.341"
"777","2R 29032609",29032609,"X4.341"
"778","2R 29035612",29035612,"X4.341"
"779","2R 29038788",29038788,"X4.341"
"780","2R 29039030",29039030,"X4.341"
"781","2R 29050666",29050666,"X4.341"
"782","2R 29052851",29052851,"X4.341"
"783","2R 29054265",29054265,"X4.341"
"784","2R 29056919",29056919,"X4.341"
"785","2R 29068803",29068803,"X4.341"
"786","2R 29075706",29075706,"X4.341"
"787","2R 29081099",29081099,"X4.341"
"788","2R 29086387",29086387,"X4.341"
"789","2R 29090020",29090020,"X4.341"
"790","2R 29090940",29090940,"X4.341"
"791","2R 29090945",29090945,"X4.341"
"792","2R 29092031",29092031,"X4.341"
"793","2R 29093676",29093676,"X4.341"
"794","2R 29094547",29094547,"X4.341"
"795","2R 29094622",29094622,"X4.341"
"796","2R 29095099",29095099,"X4.341"
"797","2R 29095917",29095917,"X4.341"
"798","2R 29096657",29096657,"X4.341"
"799","2R 29098814",29098814,"X4.341"
"800","2R 29100220",29100220,"X4.341"
"801","2R 29104383",29104383,"X4.341"
"802","2R 29108138",29108138,"X4.341"
"803","2R 29108507",29108507,"X4.341"
"804","2R 29116227",29116227,"X4.341"
"805","2R 29116473",29116473,"X4.341"
"806","2R 29116753",29116753,"X4.341"
"807","2R 29116790",29116790,"X4.341"
"808","2R 29123210",29123210,"X4.341"
"809","2R 29123937",29123937,"X4.341"
"810","2R 29125852",29125852,"X4.341"
"811","2R 29131055",29131055,"X4.341"
"812","2R 29139278",29139278,"X4.341"
"813","2R 29140364",29140364,"X4.341"
"814","2R 29140663",29140663,"X4.341"
"815","2R 29141123",29141123,"X4.341"
"816","2R 29141219",29141219,"X4.341"
"817","2R 29141265",29141265,"X4.341"
"818","2R 29141707",29141707,"X4.341"
"819","2R 29142110",29142110,"X4.341"
"820","2R 29144779",29144779,"X4.341"
"821","2R 29150868",29150868,"X4.341"
"822","2R 29162434",29162434,"X4.341"
"823","2R 29163047",29163047,"X11.891"
"824","2R 29163794",29163794,"X4.341"
"825","2R 29170459",29170459,"X4.341"
"826","2R 29170460",29170460,"X4.341"
"827","2R 29193853",29193853,"X4.341"
"828","2R 29194720",29194720,"X4.341"
"829","2R 29222350",29222350,"X4.341"
"830","2R 29383306",29383306,"X4.341"
"831","2R 29383356",29383356,"X4.341"
"832","2R 35850415",35850415,"X4.341"
"833","2R 36815686",36815686,"X4.341"
"834","2R 39257493",39257493,"X4.341"
"835","2R 39352830",39352830,"X4.777"
"836","2R 39383145",39383145,"X4.777"
"837","2R 39404697",39404697,"X4.777"
"838","2R 39516127",39516127,"X4.777"
"839","2R 39687044",39687044,"X4.777"
"840","2R 39742995",39742995,"X4.341"
"841","2R 39767498",39767498,"X4.777"
"842","2R 39767511",39767511,"X4.777"
"843","2R 39778844",39778844,"X4.777"
"844","2R 39791365",39791365,"X4.777"
"845","2R 39794031",39794031,"X4.777"
"846","2R 39795008",39795008,"X4.777"
"847","2R 39795513",39795513,"X4.777"
"848","2R 39796023",39796023,"X4.777"
"849","2R 39796802",39796802,"X4.777"
"850","2R 39800262",39800262,"X4.777"
"851","2R 39801423",39801423,"X4.777"
"852","2R 39801882",39801882,"X4.777"
"853","2R 39803521",39803521,"X4.777"
"854","2R 39807985",39807985,"X4.777"
"855","2R 39808927",39808927,"X4.777"
"856","2R 39809682",39809682,"X4.777"
"857","2R 39810550",39810550,"X4.777"
"858","2R 39810558",39810558,"X4.777"
"859","2R 39821006",39821006,"X4.777"
"860","2R 39826917",39826917,"X4.777"
"861","2R 39830451",39830451,"X4.777"
"862","2R 39841387",39841387,"X4.777"
"863","2R 39846586",39846586,"X4.777"
"864","2R 39849727",39849727,"X4.777"
"865","2R 39850724",39850724,"X4.777"
"866","2R 39852292",39852292,"X4.777"
"867","2R 39853831",39853831,"X4.777"
"868","2R 39853993",39853993,"X4.777"
"869","2R 39859730",39859730,"X4.777"
"870","2R 39862151",39862151,"X4.777"
"871","2R 39863733",39863733,"X4.777"
"872","2R 39864023",39864023,"X4.777"
"873","2R 39869956",39869956,"X4.777"
"874","2R 39870110",39870110,"X4.777"
"875","2R 39870261",39870261,"X4.777"
"876","2R 39870671",39870671,"X4.777"
"877","2R 39882812",39882812,"X4.777"
"878","2R 39885046",39885046,"X4.777"
"879","2R 39888292",39888292,"X4.777"
"880","2R 39892497",39892497,"X4.777"
"881","2R 39897024",39897024,"X4.777"
"882","2R 39902818",39902818,"X4.777"
"883","2R 39905729",39905729,"X4.777"
"884","2R 39908624",39908624,"X4.777"
"885","2R 39912330",39912330,"X4.777"
"886","2R 39920638",39920638,"X4.777"
"887","2R 39936087",39936087,"X4.777"
"888","2R 39936271",39936271,"X4.777"
"889","2R 39943386",39943386,"X4.777"
"890","2R 39994931",39994931,"X4.777"
"891","2R 40000299",40000299,"X4.777"
"892","2R 40000877",40000877,"X4.777"
"893","2R 40001227",40001227,"X4.777"
"894","2R 40001393",40001393,"X4.777"
"895","2R 40001477",40001477,"X4.777"
"896","2R 40003535",40003535,"X4.777"
"897","2R 40003754",40003754,"X4.777"
"898","2R 40004129",40004129,"X4.777"
"899","2R 40005001",40005001,"X4.777"
"900","2R 40006665",40006665,"X4.777"
"901","2R 40029148",40029148,"X4.777"
"902","2R 40030282",40030282,"X4.777"
"903","2R 40031924",40031924,"X4.777"
"904","2R 40032039",40032039,"X4.777"
"905","2R 40039221",40039221,"X4.777"
"906","2R 40039338",40039338,"X4.777"
"907","2R 40040474",40040474,"X4.341"
"908","2R 40042041",40042041,"X4.777"
"909","2R 40074716",40074716,"X4.777"
"910","2R 40083845",40083845,"X4.777"
"911","2R 40100562",40100562,"X4.341"
"912","2R 40102515",40102515,"X4.777"
"913","2R 40103187",40103187,"X4.777"
"914","2R 40103736",40103736,"X4.777"
"915","2R 40107147",40107147,"X4.777"
"916","2R 40111659",40111659,"X4.777"
"917","2R 40120685",40120685,"X4.777"
"918","2R 40124005",40124005,"X4.777"
"919","2R 40125626",40125626,"X4.777"
"920","2R 40126412",40126412,"X4.777"
"921","2R 40127395",40127395,"X4.777"
"922","2R 40131949",40131949,"X4.777"
"923","2R 40134180",40134180,"X4.777"
"924","2R 40134970",40134970,"X4.341"
"925","2R 40135023",40135023,"X4.777"
"926","2R 40136788",40136788,"X4.777"
"927","2R 40138248",40138248,"X4.777"
"928","2R 40138992",40138992,"X4.777"
"929","2R 40139433",40139433,"X4.777"
"930","2R 40143604",40143604,"X4.777"
"931","2R 40147416",40147416,"X4.777"
"932","2R 40147459",40147459,"X4.777"
"933","2R 40153541",40153541,"X4.777"
"934","2R 40153955",40153955,"X4.777"
"935","2R 40156806",40156806,"X4.777"
"936","2R 40162012",40162012,"X4.777"
"937","2R 40162650",40162650,"X4.777"
"938","2R 40166244",40166244,"X4.777"
"939","2R 40166318",40166318,"X4.777"
"940","2R 40175696",40175696,"X4.777"
"941","2R 40185482",40185482,"X4.777"
"942","2R 40189415",40189415,"X4.777"
"943","2R 40193125",40193125,"X4.777"
"944","2R 40193139",40193139,"X4.777"
"945","2R 40200553",40200553,"X4.777"
"946","2R 40236082",40236082,"X4.777"
"947","2R 40242468",40242468,"X4.777"
"948","2R 40244434",40244434,"X4.777"
"949","2R 40245716",40245716,"X4.777"
"950","2R 40248026",40248026,"X4.777"
"951","2R 40248037",40248037,"X4.777"
"952","2R 40248346",40248346,"X4.777"
"953","2R 40253176",40253176,"X4.777"
"954","2R 40253238",40253238,"X4.777"
"955","2R 40263063",40263063,"X4.777"
"956","2R 40263330",40263330,"X4.777"
"957","2R 40263665",40263665,"X4.777"
"958","2R 40264240",40264240,"X4.777"
"959","2R 40265410",40265410,"X4.777"
"960","2R 40276299",40276299,"X4.777"
"961","2R 40278534",40278534,"X4.777"
"962","2R 40279647",40279647,"X4.777"
"963","2R 40282243",40282243,"X4.777"
"964","2R 40344293",40344293,"X4.777"
"965","2R 40344947",40344947,"X4.777"
"966","2R 40367994",40367994,"X4.777"
"967","2R 40384668",40384668,"X4.777"
"968","2R 40385490",40385490,"X4.777"
"969","2R 40385640",40385640,"X4.777"
"970","2R 40387810",40387810,"X4.341"
"971","2R 40392258",40392258,"X4.777"
"972","2R 40394277",40394277,"X4.777"
"973","2R 40396676",40396676,"X4.777"
"974","2R 40397687",40397687,"X4.777"
"975","2R 40397836",40397836,"X4.777"
"976","2R 40398340",40398340,"X4.777"
"977","2R 40400230",40400230,"X4.777"
"978","2R 40402725",40402725,"X4.777"
"979","2R 40404847",40404847,"X4.777"
"980","2R 40416840",40416840,"X4.777"
"981","2R 40418646",40418646,"X4.777"
"982","2R 40420612",40420612,"X4.777"
"983","2R 40424476",40424476,"X4.777"
"984","2R 40427346",40427346,"X4.777"
"985","2R 40427349",40427349,"X4.777"
"986","2R 40446568",40446568,"X4.777"
"987","2R 40447678",40447678,"X4.777"
"988","2R 40450804",40450804,"X4.777"
"989","2R 40451422",40451422,"X4.777"
"990","2R 40457275",40457275,"X4.777"
"991","2R 40458131",40458131,"X4.777"
"992","2R 40458421",40458421,"X4.777"
"993","2R 40463253",40463253,"X4.777"
"994","2R 40471031",40471031,"X4.777"
"995","2R 40472060",40472060,"X4.777"
"996","2R 40483411",40483411,"X4.777"
"997","2R 40487563",40487563,"X4.777"
"998","2R 40488728",40488728,"X4.777"
"999","2R 40510563",40510563,"X4.777"
"1000","2R 40512777",40512777,"X4.777"
"1001","2R 40524392",40524392,"X4.777"
"1002","2R 40524798",40524798,"X4.777"
"1003","2R 40525246",40525246,"X4.777"
"1004","2R 40526802",40526802,"X4.777"
"1005","2R 40527685",40527685,"X4.777"
"1006","2R 40531433",40531433,"X4.777"
"1007","2R 40534124",40534124,"X4.777"
"1008","2R 40535425",40535425,"X4.777"
"1009","2R 40538184",40538184,"X4.777"
"1010","2R 40540077",40540077,"X4.777"
"1011","2R 40546542",40546542,"X4.777"
"1012","2R 40562368",40562368,"X4.777"
"1013","2R 40562730",40562730,"X4.777"
"1014","2R 40567866",40567866,"X4.777"
"1015","2R 40568318",40568318,"X4.777"
"1016","2R 40570936",40570936,"X4.777"
"1017","2R 40572620",40572620,"X4.777"
"1018","2R 40574402",40574402,"X4.777"
"1019","2R 40576184",40576184,"X4.777"
"1020","2R 40584906",40584906,"X4.777"
"1021","2R 40585023",40585023,"X4.777"
"1022","2R 40586055",40586055,"X4.777"
"1023","2R 40586667",40586667,"X4.777"
"1024","2R 40588198",40588198,"X4.777"
"1025","2R 40588227",40588227,"X4.777"
"1026","2R 40589813",40589813,"X4.777"
"1027","2R 40593556",40593556,"X4.777"
"1028","2R 40593791",40593791,"X4.777"
"1029","2R 40604695",40604695,"X4.777"
"1030","2R 40606969",40606969,"X4.777"
"1031","2R 40607918",40607918,"X4.777"
"1032","2R 40610229",40610229,"X4.777"
"1033","2R 40612214",40612214,"X4.777"
"1034","2R 40613977",40613977,"X4.777"
"1035","2R 40614791",40614791,"X4.777"
"1036","2R 40615370",40615370,"X4.777"
"1037","2R 40615655",40615655,"X4.777"
"1038","2R 40616387",40616387,"X4.777"
"1039","2R 40617820",40617820,"X4.777"
"1040","2R 40621051",40621051,"X4.777"
"1041","2R 40621941",40621941,"X4.777"
"1042","2R 40624561",40624561,"X4.777"
"1043","2R 40624911",40624911,"X4.777"
"1044","2R 40627533",40627533,"X4.777"
"1045","2R 40677650",40677650,"X4.777"
"1046","2R 40681610",40681610,"X4.777"
"1047","2R 40735044",40735044,"X4.341"
"1048","2R 40736877",40736877,"X4.777"
"1049","2R 40784439",40784439,"X4.777"
"1050","2R 40788465",40788465,"X4.777"
"1051","2R 40813241",40813241,"X4.777"
"1052","2R 40813815",40813815,"X4.777"
"1053","2R 40814220",40814220,"X4.777"
"1054","2R 40819338",40819338,"X4.777"
"1055","2R 40819583",40819583,"X4.341"
"1056","2R 40829993",40829993,"X4.777"
"1057","2R 40839367",40839367,"X4.777"
"1058","2R 40842314",40842314,"X4.777"
"1059","2R 40852092",40852092,"X4.777"
"1060","2R 40852124",40852124,"X4.777"
"1061","2R 40855190",40855190,"X4.777"
"1062","2R 40855796",40855796,"X4.777"
"1063","2R 40910498",40910498,"X4.777"
"1064","2R 40913567",40913567,"X4.777"
"1065","2R 40916969",40916969,"X4.777"
"1066","2R 40918386",40918386,"X4.777"
"1067","2R 40918633",40918633,"X4.777"
"1068","2R 40921618",40921618,"X4.777"
"1069","2R 40954246",40954246,"X4.777"
"1070","2R 40955237",40955237,"X4.777"
"1071","2R 40959873",40959873,"X4.341"
"1072","2R 40970564",40970564,"X4.777"
"1073","2R 40971316",40971316,"X4.777"
"1074","2R 40972474",40972474,"X4.777"
"1075","2R 40975365",40975365,"X4.777"
"1076","2R 40981804",40981804,"X4.777"
"1077","2R 40982243",40982243,"X4.777"
"1078","2R 40984351",40984351,"X4.777"
"1079","2R 40986764",40986764,"X4.777"
"1080","2R 40986769",40986769,"X4.777"
"1081","2R 40988181",40988181,"X4.777"
"1082","2R 40995209",40995209,"X4.777"
"1083","2R 41005986",41005986,"X4.777"
"1084","2R 41016877",41016877,"X4.777"
"1085","2R 41019788",41019788,"X4.777"
"1086","2R 41051406",41051406,"X4.777"
"1087","2R 41051524",41051524,"X4.777"
"1088","2R 41051528",41051528,"X4.777"
"1089","2R 41062260",41062260,"X4.777"
"1090","2R 41073578",41073578,"X4.777"
"1091","2R 41073712",41073712,"X4.777"
"1092","2R 41074525",41074525,"X4.777"
"1093","2R 41087153",41087153,"X4.777"
"1094","2R 41088405",41088405,"X4.777"
"1095","2R 41089655",41089655,"X4.777"
"1096","2R 41089669",41089669,"X4.777"
"1097","2R 41090263",41090263,"X4.777"
"1098","2R 41097733",41097733,"X4.777"
"1099","2R 41098732",41098732,"X4.777"
"1100","2R 41100269",41100269,"X4.777"
"1101","2R 41100818",41100818,"X4.777"
"1102","2R 41101116",41101116,"X4.777"
"1103","2R 41117085",41117085,"X4.777"
"1104","2R 41126841",41126841,"X4.777"
"1105","2R 41126895",41126895,"X4.777"
"1106","2R 41135935",41135935,"X4.777"
"1107","2R 41136866",41136866,"X4.777"
"1108","2R 41137787",41137787,"X4.777"
"1109","2R 41137827",41137827,"X4.777"
"1110","2R 41137860",41137860,"X4.777"
"1111","2R 41138223",41138223,"X5.747"
"1112","2R 41139472",41139472,"X4.777"
"1113","2R 41146503",41146503,"X4.777"
"1114","2R 41151167",41151167,"X4.777"
"1115","2R 41151664",41151664,"X4.777"
"1116","2R 41153088",41153088,"X4.777"
"1117","2R 41156355",41156355,"X4.777"
"1118","2R 41156547",41156547,"X4.777"
"1119","2R 41162101",41162101,"X4.777"
"1120","2R 41163803",41163803,"X4.777"
"1121","2R 41168380",41168380,"X4.777"
"1122","2R 41168913",41168913,"X4.777"
"1123","2R 41180929",41180929,"X4.777"
"1124","2R 41198122",41198122,"X4.777"
"1125","2R 41207817",41207817,"X4.777"
"1126","2R 41211503",41211503,"X4.777"
"1127","2R 41245707",41245707,"X4.777"
"1128","2R 41254913",41254913,"X4.777"
"1129","2R 41255821",41255821,"X4.777"
"1130","2R 41257710",41257710,"X4.777"
"1131","2R 41257981",41257981,"X4.777"
"1132","2R 41257982",41257982,"X4.777"
"1133","2R 41257990",41257990,"X4.777"
"1134","2R 41258855",41258855,"X4.777"
"1135","2R 41259804",41259804,"X4.777"
"1136","2R 41260593",41260593,"X4.777"
"1137","2R 41261746",41261746,"X4.777"
"1138","2R 41261898",41261898,"X4.777"
"1139","2R 41263333",41263333,"X4.777"
"1140","2R 41263582",41263582,"X4.777"
"1141","2R 41264231",41264231,"X4.777"
"1142","2R 41264651",41264651,"X4.777"
"1143","2R 41265039",41265039,"X4.777"
"1144","2R 41266257",41266257,"X4.777"
"1145","2R 41267567",41267567,"X4.777"
"1146","2R 41267626",41267626,"X4.777"
"1147","2R 41267666",41267666,"X4.777"
"1148","2R 41267818",41267818,"X4.777"
"1149","2R 41270547",41270547,"X4.777"
"1150","2R 41270722",41270722,"X4.777"
"1151","2R 41270736",41270736,"X4.777"
"1152","2R 41273258",41273258,"X4.777"
"1153","2R 41274561",41274561,"X4.777"
"1154","2R 41274812",41274812,"X4.777"
"1155","2R 41274910",41274910,"X4.777"
"1156","2R 41276394",41276394,"X4.777"
"1157","2R 41277163",41277163,"X4.777"
"1158","2R 41277264",41277264,"X4.777"
"1159","2R 41277909",41277909,"X4.777"
"1160","2R 41277964",41277964,"X4.777"
"1161","2R 41278279",41278279,"X4.777"
"1162","2R 41278921",41278921,"X4.777"
"1163","2R 41279221",41279221,"X4.777"
"1164","2R 41281247",41281247,"X4.777"
"1165","2R 41283295",41283295,"X4.777"
"1166","2R 41283318",41283318,"X4.777"
"1167","2R 41307394",41307394,"X4.777"
"1168","2R 41317587",41317587,"X4.777"
"1169","2R 41330359",41330359,"X4.777"
"1170","2R 41333657",41333657,"X4.777"
"1171","2R 41348045",41348045,"X4.777"
"1172","2R 41350150",41350150,"X4.777"
"1173","2R 41356722",41356722,"X5.747"
"1174","2R 41357872",41357872,"X5.747"
"1175","2R 41365088",41365088,"X5.747"
"1176","2R 41369124",41369124,"X4.777"
"1177","2R 41408032",41408032,"X4.777"
"1178","2R 41408281",41408281,"X5.747"
"1179","2R 41409154",41409154,"X5.747"
"1180","2R 41409290",41409290,"X4.777"
"1181","2R 41411089",41411089,"X4.777"
"1182","2R 41411116",41411116,"X4.777"
"1183","2R 41422245",41422245,"X4.777"
"1184","2R 41422700",41422700,"X5.747"
"1185","2R 41434364",41434364,"X4.777"
"1186","2R 41435494",41435494,"X4.777"
"1187","2R 41438300",41438300,"X5.747"
"1188","2R 41438957",41438957,"X4.777"
"1189","2R 41452521",41452521,"X4.777"
"1190","2R 41460329",41460329,"X5.747"
"1191","2R 41467302",41467302,"X5.747"
"1192","2R 41467353",41467353,"X4.777"
"1193","2R 41473652",41473652,"X4.777"
"1194","2R 41475190",41475190,"X4.777"
"1195","2R 41475560",41475560,"X4.777"
"1196","2R 41478858",41478858,"X4.777"
"1197","2R 41479762",41479762,"X4.777"
"1198","2R 41480841",41480841,"X4.777"
"1199","2R 41483939",41483939,"X4.777"
"1200","2R 41485249",41485249,"X4.777"
"1201","2R 41485618",41485618,"X4.777"
"1202","2R 41485674",41485674,"X4.777"
"1203","2R 41485793",41485793,"X4.777"
"1204","2R 41485912",41485912,"X4.777"
"1205","2R 41489506",41489506,"X4.777"
"1206","2R 41489536",41489536,"X4.777"
"1207","2R 41547533",41547533,"X4.777"
"1208","2R 41564727",41564727,"X4.777"
"1209","2R 41669636",41669636,"X4.777"
"1210","2R 41683810",41683810,"X4.777"
"1211","2R 41684474",41684474,"X4.777"
"1212","2R 41685871",41685871,"X4.777"
"1213","2R 41685900",41685900,"X4.777"
"1214","2R 41686132",41686132,"X4.777"
"1215","2R 41692780",41692780,"X4.777"
"1216","2R 41693428",41693428,"X4.777"
"1217","2R 41711235",41711235,"X4.777"
"1218","2R 41717037",41717037,"X4.777"
"1219","2R 41719407",41719407,"X4.777"
"1220","2R 41721555",41721555,"X4.777"
"1221","2R 41722316",41722316,"X4.777"
"1222","2R 41722327",41722327,"X4.777"
"1223","2R 41722955",41722955,"X4.777"
"1224","2R 41723257",41723257,"X4.777"
"1225","2R 41728135",41728135,"X4.777"
"1226","2R 41730073",41730073,"X4.777"
"1227","2R 41752420",41752420,"X4.777"
"1228","2R 41773879",41773879,"X4.777"
"1229","2R 41774914",41774914,"X4.777"
"1230","2R 41782891",41782891,"X4.777"
"1231","2R 41789240",41789240,"X4.777"
"1232","2R 41792932",41792932,"X4.777"
"1233","2R 41793102",41793102,"X4.777"
"1234","2R 41815648",41815648,"X4.777"
"1235","2R 41849165",41849165,"X4.777"
"1236","2R 41953539",41953539,"X4.777"
"1237","2R 41955129",41955129,"X4.777"
"1238","2R 41958664",41958664,"X4.777"
"1239","2R 41964827",41964827,"X4.777"
"1240","2R 41970102",41970102,"X4.777"
"1241","2R 41975522",41975522,"X4.777"
"1242","2R 41987851",41987851,"X4.777"
"1243","2R 41988860",41988860,"X4.777"
"1244","2R 41989007",41989007,"X4.777"
"1245","2R 42002185",42002185,"X4.777"
"1246","2R 42015950",42015950,"X4.777"
"1247","2R 42022751",42022751,"X4.777"
"1248","2R 42090937",42090937,"X4.777"
"1249","2R 42101054",42101054,"X4.777"
"1250","2R 42117939",42117939,"X4.777"
"1251","2R 42124248",42124248,"X4.777"
"1252","2R 42202272",42202272,"X4.777"
"1253","2R 42204411",42204411,"X4.777"
"1254","2R 42205115",42205115,"X4.777"
"1255","2R 42208459",42208459,"X4.777"
"1256","2R 42231738",42231738,"X4.777"
"1257","2R 42236236",42236236,"X4.777"
"1258","2R 42244175",42244175,"X4.777"
"1259","2R 42246796",42246796,"X4.777"
"1260","2R 42248028",42248028,"X4.777"
"1261","2R 42250277",42250277,"X4.777"
"1262","2R 42300839",42300839,"X4.777"
"1263","2R 42310785",42310785,"X4.777"
"1264","2R 42310804",42310804,"X4.777"
"1265","2R 42310929",42310929,"X4.777"
"1266","2R 42311189",42311189,"X4.777"
"1267","2R 42325711",42325711,"X4.777"
"1268","2R 42361336",42361336,"X4.777"
"1269","2R 42365081",42365081,"X4.777"
"1270","2R 42367642",42367642,"X4.777"
"1271","2R 42368954",42368954,"X4.777"
"1272","2R 42373253",42373253,"X4.777"
"1273","2R 42373687",42373687,"X4.777"
"1274","2R 42374148",42374148,"X4.777"
"1275","2R 42400672",42400672,"X4.777"
"1276","2R 42400863",42400863,"X4.777"
"1277","2R 42402356",42402356,"X4.777"
"1278","2R 42404134",42404134,"X4.777"
"1279","2R 42418715",42418715,"X4.777"
"1280","2R 42419604",42419604,"X4.777"
"1281","2R 42440528",42440528,"X4.341"
"1282","2R 42443510",42443510,"X4.777"
"1283","2R 42444287",42444287,"X4.777"
"1284","2R 42444288",42444288,"X4.777"
"1285","2R 42455719",42455719,"X4.777"
"1286","2R 42469550",42469550,"X4.777"
"1287","2R 42480790",42480790,"X4.777"
"1288","2R 42481634",42481634,"X4.777"
"1289","2R 42512841",42512841,"X4.777"
"1290","2R 42528628",42528628,"X4.777"
"1291","2R 42528630",42528630,"X4.777"
"1292","2R 42533412",42533412,"X4.777"
"1293","2R 42533956",42533956,"X4.777"
"1294","2R 42550458",42550458,"X4.777"
"1295","2R 42555021",42555021,"X4.777"
"1296","2R 42558527",42558527,"X4.777"
"1297","2R 42559682",42559682,"X4.777"
"1298","2R 42562363",42562363,"X4.777"
"1299","2R 42567555",42567555,"X4.777"
"1300","2R 42571390",42571390,"X4.777"
"1301","2R 42587067",42587067,"X4.777"
"1302","2R 42587078",42587078,"X4.777"
"1303","2R 42589305",42589305,"X4.777"
"1304","2R 42592029",42592029,"X4.777"
"1305","2R 42593650",42593650,"X4.777"
"1306","2R 42594332",42594332,"X4.777"
"1307","2R 42595418",42595418,"X4.777"
"1308","2R 42601254",42601254,"X4.777"
"1309","2R 42616536",42616536,"X4.777"
"1310","2R 42616793",42616793,"X4.777"
"1311","2R 42624870",42624870,"X4.777"
"1312","2R 42625194",42625194,"X4.777"
"1313","2R 42631711",42631711,"X4.777"
"1314","2R 42644361",42644361,"X4.777"
"1315","2R 42649630",42649630,"X4.777"
