seqid,pos[w],gene
X,15445473,AGAP028655
X,15468203,AGAP013506
X,15468394,AGAP013506
X,15468503,AGAP013506
X,15470399,AGAP013506
X,15470515,AGAP013506
X,15470725,AGAP013506
X,15474102,AGAP013506
X,15475516,AGAP013506
X,15476416,AGAP013506
X,15477054,AGAP013506
X,15536766,AGAP000840
X,15537084,AGAP000840
X,15538239,AGAP000840
X,15542708,AGAP000841
X,15544031,AGAP000841
X,15544439,AGAP000841
X,15553963,AGAP013101
X,15555756,AGAP013101
X,15556720,AGAP013101
X,15558398,AGAP000842
X,15559478,AGAP000842
X,15560104,AGAP000842
X,15563974,AGAP000843
X,15568589,AGAP000844
X,15570911,AGAP000844
X,15574935,AGAP000844
X,15575203,AGAP000844
X,15581831,AGAP000844
X,15612090,AGAP000847
X,15614034,AGAP000847
X,15614647,AGAP000847
X,15614801,AGAP000847
X,15616177,AGAP000847
X,15618399,AGAP000847
X,15622249,AGAP000847
X,15622877,AGAP000847
X,15624693,AGAP000847
X,15624794,AGAP000847
X,15627360,AGAP000847
X,15633788,AGAP000847
X,15634953,AGAP000847
X,15636787,AGAP000847
X,15643345,AGAP000847
X,15650036,AGAP000847
X,15652000,AGAP000847
X,15652101,AGAP000847
X,15652987,AGAP000847
X,15654042,AGAP000847
X,15655277,AGAP000847
X,15658258,AGAP000847
X,15659665,AGAP000847
X,15659872,AGAP000847
X,15660252,AGAP000847
X,15660595,AGAP000847
X,15661369,AGAP000847
X,15663146,AGAP000847
X,15663875,AGAP000847
X,15666899,AGAP000847
X,15667449,AGAP000847
X,15668356,AGAP000847
X,15668568,AGAP000847
X,15675234,AGAP000847
X,15675853,AGAP000847
X,15675961,AGAP000847
X,15676135,AGAP000847
X,15677804,AGAP000847
X,15677915,AGAP000847
X,15679052,AGAP000847
X,15680038,AGAP000847
X,15680267,AGAP000847
X,15682202,AGAP000847
X,15682398,AGAP000847
X,15683447,AGAP000847
X,15688165,AGAP000847
X,15690745,AGAP000847
X,15693027,AGAP000847
X,15693027,AGAP000848
X,15693413,AGAP000847
X,15693413,AGAP000848
X,15696621,AGAP000848
X,15697954,AGAP000848
X,15698101,AGAP000848
X,15720808,AGAP000850
X,15721693,AGAP000850
X,15724220,AGAP000851
X,15725189,AGAP000851
X,15728283,AGAP000852
X,15729269,AGAP000852
X,15729535,AGAP000852
X,15729644,AGAP000852
X,15745679,AGAP000853
X,15745841,AGAP000853
X,15747992,AGAP000853
X,15753712,AGAP000854
X,15753866,AGAP000854
X,15754602,AGAP000854
X,15756581,AGAP000854
X,15760424,AGAP000854
X,15761092,AGAP000854
X,15765897,AGAP000854
X,15768239,AGAP000854
X,15768603,AGAP000854
X,15771420,AGAP000854
X,15771556,AGAP000854
X,15773013,AGAP000854
X,15775710,AGAP000854
X,15776765,AGAP000854
X,15780644,AGAP000854
X,15781177,AGAP000854
X,15782107,AGAP000854
X,15844480,AGAP029672
X,15845561,AGAP029672
X,15848387,AGAP029672
X,15848387,AGAP029671
X,15850091,AGAP029671
X,15865099,AGAP000861
X,15865434,AGAP000861
X,15866340,AGAP000861
X,15868358,AGAP000861
X,15868467,AGAP000861
X,15868932,AGAP000861
X,15870715,AGAP000862
X,15871020,AGAP000862
X,15872357,AGAP000862
X,15874296,AGAP000862
X,16015637,AGAP000863
X,16816789,AGAP000893
X,16929110,AGAP000894
X,17104453,AGAP029488
X,17107865,AGAP029488
X,17122406,AGAP000907
X,17172085,AGAP000912
X,17172204,AGAP000912
X,17179991,AGAP000913
X,17180912,AGAP000913
X,17180912,AGAP000915
X,17182020,AGAP000915
X,17184313,AGAP000915
X,17188056,AGAP000915
X,17189809,AGAP000915
X,17202546,AGAP000915
X,17203086,AGAP000915
X,17206190,AGAP000915
X,17207537,AGAP000915
X,17231117,AGAP000915
X,17232499,AGAP000915
X,17237194,AGAP000915
X,17237406,AGAP000915
X,17238600,AGAP000915
X,17238840,AGAP000915
X,17260109,AGAP000915
X,17263435,AGAP000915
X,17352219,AGAP013428
X,17417136,AGAP000924
X,17528718,AGAP000929
X,17556430,AGAP013495
X,17608127,AGAP000932
X,17613265,AGAP000932
X,17615857,AGAP000932
X,17625173,AGAP000932
X,17815278,AGAP029105
X,17822298,AGAP029105
X,17822430,AGAP029105
X,17824461,AGAP029105
X,17824916,AGAP029105
X,18126105,AGAP000939
X,18127629,AGAP000939
X,18134557,AGAP000940
X,18134764,AGAP000940
X,18138632,AGAP000940
X,18139157,AGAP000940
X,18140281,AGAP000940
X,18140587,AGAP000940
X,18143977,AGAP000940
X,18144333,AGAP000940
X,18145688,AGAP000940
X,18147056,AGAP000940
X,18153734,AGAP000940
X,18164955,AGAP000940
X,18187497,AGAP000940
X,18188360,AGAP000940
X,18196298,AGAP000940
X,18197273,AGAP000940
X,18197551,AGAP000940
X,18197654,AGAP000940
X,18197784,AGAP000940
X,18197917,AGAP000940
X,18198025,AGAP000940
X,18198142,AGAP000940
X,18198761,AGAP000940
X,18198975,AGAP000940
X,18249162,AGAP000941
X,18293688,AGAP000945
X,18322192,AGAP000949
X,18322698,AGAP000949
X,18325225,AGAP000949
X,18371426,AGAP000958
X,18373391,AGAP000958
X,18378216,AGAP000958
X,18378448,AGAP000958
X,18380212,AGAP000958
X,18380456,AGAP000958
X,18381131,AGAP000958
X,18382175,AGAP000958
X,18382569,AGAP000958
X,18382674,AGAP000958
X,18386614,AGAP000960
X,18428760,AGAP000962
X,18429041,AGAP000962
X,18430131,AGAP000962
X,18435226,AGAP000962
X,18435356,AGAP000962
X,18437431,AGAP000962
X,18438915,AGAP000962
X,18440036,AGAP000962
X,18440619,AGAP000962
X,18440954,AGAP000962
X,18441124,AGAP000962
X,18441695,AGAP000962
X,18441811,AGAP000962
X,18444096,AGAP000962
X,18444393,AGAP000962
X,18459755,AGAP000962
X,18463123,AGAP000962
X,18466298,AGAP000962
X,18468127,AGAP000962
X,18526628,AGAP000963
X,18531003,AGAP000964
X,18531549,AGAP000964
X,18542765,AGAP000965
X,18552280,AGAP000965
X,18556981,AGAP000966
X,18560330,AGAP000966
X,18561426,AGAP000966
X,18564807,AGAP000966
X,18570646,AGAP000967
X,18594349,AGAP000969
X,18597532,AGAP000969
X,18607939,AGAP000969
X,18640090,AGAP000970
X,18640090,AGAP000971
X,18646181,AGAP000971
X,18650241,AGAP000973
X,18712468,AGAP000974
X,18721380,AGAP000974
X,18734787,AGAP000974
X,18747890,AGAP000974
X,18760710,AGAP000974
X,18762783,AGAP000974
X,18766326,AGAP000974
X,18768791,AGAP000974
X,18769600,AGAP000974
X,18794671,AGAP000977
X,18805113,AGAP000979
X,18805113,AGAP013093
X,18817950,AGAP000981
X,18818213,AGAP000981
X,18818491,AGAP000981
X,18826556,AGAP000982
X,18832064,AGAP000982
X,18905567,AGAP000984
X,18907364,AGAP000984
X,18908783,AGAP000984
X,18917275,AGAP000984
X,18917396,AGAP000984
X,18952047,AGAP000990
X,18992649,AGAP000996
X,18997020,AGAP000996
X,18997020,AGAP000997
X,18997020,AGAP000998
X,19002881,AGAP000998
X,19002881,AGAP000999
X,19004550,AGAP000998
X,19004550,AGAP000999
X,19015272,AGAP000998
X,19015272,AGAP013027
X,19028519,AGAP000998
X,19034867,AGAP000998
X,19034867,AGAP029166
X,19036198,AGAP000998
X,19036198,AGAP029166
X,19036489,AGAP000998
X,19036489,AGAP029166
X,19049594,AGAP000998
X,19050077,AGAP000998
X,19050077,AGAP001002
X,19059294,AGAP000998
X,19059294,AGAP001004
X,19059915,AGAP000998
X,19059915,AGAP001004
X,19061295,AGAP000998
X,19061295,AGAP001004
X,19066555,AGAP000998
X,19066555,AGAP001004
X,19069230,AGAP000998
X,19069230,AGAP001004
X,19070704,AGAP000998
X,19070704,AGAP001004
X,19072275,AGAP000998
X,19072275,AGAP001004
X,19115716,AGAP029673
X,19115716,AGAP029477
X,19499136,AGAP001015
X,19504170,AGAP001015
X,19504488,AGAP001015
X,19507801,AGAP001015
X,19536913,AGAP001015
X,19541123,AGAP001015
X,19541869,AGAP001015
X,19545408,AGAP001015
X,19545671,AGAP001015
X,19547296,AGAP001015
X,19547524,AGAP001015
X,19547978,AGAP001015
X,19549139,AGAP001015
X,19549809,AGAP001015
X,19555059,AGAP001015
X,19555846,AGAP001015
X,19619320,AGAP001022
X,19620598,AGAP001022
X,19623386,AGAP001022
X,19630571,AGAP001022
X,19631699,AGAP001022
X,19635903,AGAP001022
X,19637674,AGAP001022
X,19638804,AGAP001022
X,19643184,AGAP001022
X,19657595,AGAP001023
X,19659845,AGAP001023
X,19659978,AGAP001023
X,19715539,AGAP001025
X,19725156,AGAP013181
X,19737849,AGAP001027
X,19764812,AGAP001029
X,19768292,AGAP001029
X,19776681,AGAP001030
X,19776681,AGAP001031
X,19816670,AGAP001033
X,19831756,AGAP001034
X,19834996,AGAP001034
X,19836503,AGAP001034
X,19922868,AGAP001035
X,19963961,AGAP001038
X,19970889,AGAP001038
X,20011532,AGAP001039
X,20012432,AGAP001039
X,20018400,AGAP001039
X,20053679,AGAP001040
X,20102391,AGAP001043
X,20108645,AGAP001043
X,20108840,AGAP001043
X,20109376,AGAP001043
X,20109804,AGAP001043
X,20117096,AGAP001043
X,20121370,AGAP001043
X,20124976,AGAP001043
X,20126076,AGAP001043
X,20128978,AGAP001043
X,20129553,AGAP001043
X,20139095,AGAP001043
X,20154064,AGAP001043
X,20154624,AGAP001043
X,20155233,AGAP001043
X,20157998,AGAP001043
X,20403510,AGAP001046
X,20409877,AGAP001046
X,20412341,AGAP001046
X,20414194,AGAP001046
X,20428141,AGAP001047
X,20593640,AGAP001048
X,20674473,AGAP001048
X,20693213,AGAP001048
X,20717141,AGAP001048
X,20717515,AGAP001048
X,20719272,AGAP001048
X,20720774,AGAP001048
X,20721761,AGAP001048
X,20721996,AGAP001048
X,20722207,AGAP001048
X,20731800,AGAP001048
X,20747063,AGAP001048
X,20747748,AGAP001048
X,20748653,AGAP001048
X,20943956,AGAP001050
X,20944066,AGAP001050
X,20951232,AGAP001050
X,20951232,AGAP001051
X,20971087,AGAP001052
X,20975569,AGAP001052
X,20991503,AGAP001052
X,20992171,AGAP001052
X,20996667,AGAP001052
X,21002641,AGAP001052
X,21002760,AGAP001052
X,21006393,AGAP001052
X,21007323,AGAP001052
X,21028156,AGAP001052
X,21033649,AGAP001052
X,21052975,AGAP001052
X,21055164,AGAP001052
X,21063934,AGAP001052
X,21069311,AGAP001052
X,21069530,AGAP001052
X,21070130,AGAP001052
X,21071681,AGAP001052
X,21081558,AGAP001052
X,21105247,AGAP001052
X,21117054,AGAP001052
X,21117332,AGAP001052
X,21117533,AGAP001052
X,21342805,AGAP001053
X,21344277,AGAP001053
X,21345032,AGAP001053
X,21346911,AGAP001053
X,21347049,AGAP001053
X,21347750,AGAP001053
X,21356722,AGAP001053
X,21363820,AGAP001053
X,21365440,AGAP001053
X,22117537,AGAP001061
X,22135617,AGAP001061
X,22179818,AGAP001061
X,22205205,AGAP001061
X,22208505,AGAP001061
X,22315488,AGAP001064
X,22391276,AGAP001068
X,22416993,AGAP001068
X,22454903,AGAP001069
X,22456137,AGAP001069
X,22456623,AGAP001069
X,22463707,AGAP001069
X,22488567,AGAP001069
X,22497394,AGAP001070
X,22497808,AGAP001070
X,22506896,AGAP001070
X,22536320,AGAP001070
X,22536518,AGAP001070
X,22537695,AGAP001070
X,22548205,AGAP001070
X,22560398,AGAP001070
X,22562180,AGAP001070
X,22748205,AGAP001073
X,22749532,AGAP001073
X,22749658,AGAP001073
X,22762417,AGAP001073
X,22775765,AGAP001073
X,22776997,AGAP001073
X,22784555,AGAP001073
X,22849104,AGAP001073
X,22938186,AGAP001076
X,22941820,AGAP001076
X,23455855,AGAP001082
X,23477434,AGAP001082
X,23483138,AGAP001082
X,23485577,AGAP001082
X,23515592,AGAP001084
X,23531306,AGAP001084
X,23540202,AGAP001084
X,23540330,AGAP001084
X,23541046,AGAP001084
X,23543969,AGAP001084
X,23557310,AGAP001084
X,23562459,AGAP001084
X,23569078,AGAP001084
X,23593346,AGAP001084
X,23600300,AGAP001084
X,23634724,AGAP001084
X,23966372,AGAP001091
X,23994730,AGAP001091
X,23994866,AGAP001091
X,24116725,AGAP001093
X,24116832,AGAP001093
X,24121404,AGAP001093
X,24124052,AGAP001093
X,24134353,AGAP001093
X,24246680,AGAP001094
X,24251503,AGAP001094
